id,mass_ratio,chirp_mass,a_1,a_2,tilt_1,tilt_2,phi_12,phi_jl,luminosity_distance,dec,ra,theta_jn,psi,phase,geocent_time,reference_frequency,waveform_approximant,minimum_frequency,total_mass,mass_1,mass_2,symmetric_mass_ratio,iota,spin_1x,spin_1y,spin_1z,spin_2x,spin_2y,spin_2z,phi_1,phi_2,chi_eff,chi_1_in_plane,chi_2_in_plane,chi_p,cos_tilt_1,cos_tilt_2,redshift,comoving_distance,mass_1_source,mass_2_source,chirp_mass_source,total_mass_source,remnant_mass,remnant_spin_mag,remnant_spin_x,remnant_spin_y,remnant_spin_z,remnant_kick_mag,remnant_kick_x,remnant_kick_y,remnant_kick_z,remnant_spin_unc_x,remnant_kick_unc_x,remnant_spin_unc_y,remnant_kick_unc_y,remnant_spin_unc_z,remnant_kick_unc_z
1,0.5431808437037717,50.33249725462114,0.5755390733495216,0.7658357497115978,2.2534366322624457,2.07568513897596,3.1869504639044237,3.143588974134822,1961.5927133147825,-0.6938966538794866,5.1377708728357545,2.359904754734928,2.2946116751035244,0.9242909838253268,-0.0142805604917267,50.0,IMRPhenomPv2,20.0,122.17490206763247,79.17082600273977,43.0040760648927,0.22809239124588232,2.335770801252922,0.2004386788825832,-0.3990562548725709,-0.3630752902731173,-0.3277009127635276,0.5847126258731582,-0.3704425089737839,5.177860332518863,2.0816254892437005,-0.36566846144025916,0.4465664100054073,0.6702810925884252,0.4465664100054073,-0.6308438594100869,-0.48371012859256957,0.35735569824125824,1445.1574595263287,58.32725062805744,31.68224520706959,37.08128777139076,90.00949583512703,86.91869300315183,0.5079403508317156,0.05266539326001687,-0.08174366609474912,0.4985456141710649,745.2292928419945,164.61878647412345,-195.69476620072936,699.9792229282294,0.0006009938197286385,9.19856797175276,0.000599048390340424,9.255269373832915,0.00044848593327576156,23.81636026895032
2,0.6343485606485356,48.00434528404092,0.1970895899422328,0.3901848329743624,1.4993893224352342,1.2948758053800695,4.375871663379206,4.071096420134911,1948.0941033175034,0.5408034948814411,6.2734200176873,2.6491407230615773,1.5101328141244117,4.952076539026142,-0.018625949563474145,50.0,IMRPhenomPv2,20.0,113.73585519104329,69.59094157118545,44.14491361985783,0.2374863151438657,2.7297840328853495,-0.1903197144441647,0.04924412245231759,0.014061620155239072,0.2087815351565557,0.3120175790738067,0.10629912892316565,2.888401236646189,0.9810875928458103,0.0498622641142749,0.1965873274201754,0.37542602343658504,0.2233992099195934,0.07134633624921821,0.2724327547866275,0.3552483805178422,1437.44432983915,51.349215812819985,32.57330114129338,35.42106817770068,83.92251695411336,80.1302614862233,0.6730986326662901,-0.037407443008994026,0.037669236519044864,0.6710018488237052,125.2249371426858,79.77541824343457,94.46272696388733,19.848444297243304,0.0005308660029474752,2.7349981991830834,0.0005353276367282071,3.0220985025798335,0.0003391764912515866,6.1664113299910825
3,0.7095987503826472,16.321750310492202,0.3513812035475895,0.8219596479891442,2.4187788126355336,1.1590752397652988,1.1437014402039345,0.09303132101147492,1379.7286885389678,-0.12581255735056435,4.3246023900774375,2.4058670902080497,1.3124170674656663,6.088734147281599,-0.001437048048095052,50.0,IMRPhenomPv2,20.0,38.16208149102154,22.322244610017403,15.839836881004132,0.242786457632142,2.3655164431878415,-0.22652626917261254,0.05208817404821733,-0.2635174030412646,-0.45773189890171434,-0.5982467311741969,0.3289377149091556,2.9155782174119658,4.059279657615901,-0.017608583055682782,0.2324377949063798,0.7532712941781208,0.5091931470688232,-0.7499473517102202,0.40018718158960026,0.26341931464143037,1092.059206449988,17.668120434230225,12.537276181739884,12.918712039101967,30.205396615970113,28.838350953949224,0.6548262657527208,-0.11135324846678832,-0.07227922140145071,0.6412282016015411,1390.1008479912132,470.92975493029877,153.85362577426093,-1298.8204630907585,0.0006307400672057387,10.536154619772397,0.0006282192979704888,11.956844057906377,0.0004932378990763384,27.89974798184364
4,0.12998450401216072,47.9734302852201,0.6247001811881611,0.08488114638611054,2.379368749246657,2.0012054139722157,3.22781466715234,1.86214907587406,1962.498867969152,-0.4280349767050183,5.0094671096902665,1.1462905900171407,2.6469048931912056,1.8928629010236184,-0.09320670823497024,50.0,IMRPhenomPv2,20.0,188.95257289167102,167.216959366053,21.73561352561803,0.10179972520089474,0.7159537222225951,0.32086731857616946,-0.28832065088770864,-0.45184696803004915,-0.061605067173040096,0.04642552564985831,-0.035416031377892836,5.551162711734596,2.495792071707349,-0.4039440378890996,0.43137528192812924,0.07713957306895362,0.43137528192812924,-0.723302124181635,-0.4172426137695063,0.3574970548072389,1445.6745085452822,123.18034781283366,16.01153641449663,35.33962016001,139.1918842273303,,,,,,,,,,,,,,,
5,0.23953707023385132,34.18159375459267,0.6622681918024336,0.27319656752472976,1.6579867564919375,2.5892158928019278,0.4109546693517581,3.1763213259304934,1321.7024918144589,-0.8391508424584941,6.062937288591839,1.7191391261939728,2.762705861384524,2.258192782856882,-0.010665363964570157,50.0,IMRPhenomPv2,20.0,104.25096691807784,84.10475928598878,20.14620763208905,0.15590272073895198,1.6983158594662577,-0.4620463159586889,-0.47094213522620054,-0.05767031342775496,-0.05115632648333882,-0.13391084418448404,-0.23256672285136387,3.936525286243701,4.347479955595459,-0.09146855513733744,0.6597524481367307,0.1433495166698204,0.6597524481367307,-0.08707999892128142,-0.8512798127681892,0.2536590361656592,1054.2758910547834,67.08742717096735,16.06992575406039,27.26546275224701,83.15735292502774,81.32812747777162,0.5886822575622381,-0.2563222185040733,-0.3009756506376239,0.4361873203028514,470.61914235721457,444.48003541399083,104.08847437750202,-114.39171636609774,0.0006562397565369283,9.91108593150858,0.0006498041641692718,11.438597219345647,0.0005082452574992145,31.306663283992897
6,0.7092684427980497,40.14498299297306,0.05600384928031497,0.6285868343354336,1.625321587336311,1.8580929889509503,5.254022879323894,4.957973839082103,1797.476862778933,0.19433808178897707,4.984561528382296,2.6630273684320023,2.861870715231445,0.7603230088740809,-0.05546881942575424,50.0,IMRPhenomPv2,20.0,93.86792665800783,54.917018478588,38.95090817941983,0.24276724409738246,2.8172081554412034,-0.02604445652363162,0.0494853719115851,-0.003052111625252785,0.31235568106923245,0.5155867866017719,-0.1781168220165536,2.05526672237791,1.0261042945222165,-0.07569598161027886,0.05592062006844375,0.6028231963142802,0.40727787208422755,-0.054498247253971954,-0.2833607264537534,0.3315210297755999,1349.942535812986,41.24382360513158,29.252942543449116,30.149717575049237,70.4967661485807,67.34528198525192,0.6593494476435954,0.024461760863156892,0.07584599824277258,0.6545156231244181,553.0290500963949,128.02466963074082,72.96740823880104,533.0352441925137,0.0005451751620575842,3.6986926964792106,0.0005489422262946341,4.450403765685075,0.00035606202902550534,9.4024573478348
7,0.46906362213083186,51.70887282065342,0.7150256566619911,0.3033468101534591,1.865996771135799,2.3109166892227235,5.930222712630379,1.2557749286685684,1723.9761588480646,-0.3775584954102299,2.399641026626942,0.9935556367580486,2.7063629692998763,0.9469171851342012,0.06392111373714215,50.0,IMRPhenomPv2,20.0,129.20363870394056,87.94965497582373,41.25398372811682,0.21734544537401965,0.4588195188436234,-0.6839483351608061,-0.014232175238191844,-0.20802357968187773,-0.21174458914747532,0.0730384251357797,-0.2045700482737654,3.16239849640669,2.8094359018574835,-0.20692088683248153,0.6840963967024304,0.22398746076409728,0.6840963967024304,-0.2909316298564868,-0.6743767906122901,0.31979337159996646,1306.2470172309932,66.63895793718348,31.25791098503943,39.17952153219825,97.89686892222291,94.47449973968372,0.610921907439027,-0.2780301668909285,-0.04426396327915966,0.5421858582094914,861.3611546089853,587.3234010811316,-151.03199927031423,-611.705481754274,0.0005895444833590005,9.492263331064905,0.000580578487509485,8.001788117463208,0.0004386754981262289,20.321426836817118
8,0.5628749111706284,37.11321351480691,0.6295429792052387,0.804137096485897,1.108458183821846,0.4448273557416557,2.1023573339041186,0.4100924894178997,1618.08828120607,0.0597148336814849,4.964334897286973,1.2426104606284043,1.4404507836324036,2.765616691752025,-0.009991726747607094,50.0,IMRPhenomPv2,20.0,89.53451567454928,57.28834408601897,32.246171588530316,0.23044296392730995,1.1603873233589408,0.48903061101349937,0.2798630415668535,0.28080260348387237,-0.3003794753028043,0.1717651932922547,0.725882469229596,0.5197886546022108,2.622145988506329,0.44109968682998035,0.5634485429418439,0.34602183574149425,0.5634485429418439,0.44604199039495174,0.9026849680256313,0.30271579445621033,1242.0884851453238,43.97608774670051,24.753036484055805,28.489109959934886,68.72912423075631,64.87352653669932,0.7787889645302186,0.11586443303292186,0.11570865094963004,0.7613797951925348,2207.7061539751153,457.7699574426556,417.4516706089496,2118.9967510754573,0.0005984360593518023,6.074159421579257,0.0005900144249406178,7.199221419769374,0.00043526169696704527,16.809024834220992
9,0.628825005454198,34.42370820792362,0.45180437058058,0.015242964918187843,2.460490954768331,1.9914183524057305,6.25815744231837,4.3930154157381915,1693.1489341383706,-0.36129129869823856,1.2795768254679394,0.5402954088985393,0.4922912483902408,5.7134380204594,0.05255019166331332,50.0,IMRPhenomPv2,20.0,81.65618455967127,50.13195664742477,31.5242279122465,0.23701779165988998,0.7113616274589241,-0.08955493363780782,0.2700144783359603,-0.3509975564385045,-0.004048406003860458,0.013312345304336273,-0.0062241345441055385,1.8910465712122182,1.8660187063510012,-0.21789415479791352,0.2844783025995356,0.013914313805358043,0.2844783025995356,-0.7768795064719356,-0.4083283388442971,0.3148441992035859,1287.718281963435,38.12767830423574,23.975637517616942,26.180826769266194,62.103315821852675,59.69952816537005,0.572676145851224,-0.03806348924054125,0.0790122128088639,0.5659206738058739,493.5319783767903,180.74434024941016,-46.819471461190155,-456.8514356335207,0.0005265592967289977,2.74233342554404,0.0005313405883173413,3.5162464037515693,0.00034134216622530166,6.539841632844994
10,0.6652212339460639,22.291978152309415,0.6288768671057423,0.8594360048725238,2.1724921684708147,1.6656948420855682,2.9814034029497267,1.7659207568609523,1914.3645896314488,0.2848743459716492,6.2535410137065774,1.0699740112891534,2.625914219490745,3.2833080772076237,-0.0055418150957634174,50.0,IMRPhenomPv2,20.0,52.49709536416621,31.525598097115413,20.9714972670508,0.23989556726865538,0.9890918004019438,0.16905320215021932,0.49009416371511266,-0.3559702789782806,-0.4044253572375764,-0.7539485513615707,-0.08143683929458877,1.2386361739257952,4.2200395768755214,-0.24629988216675522,0.5184315523430828,0.8555689847563154,0.5373635424795129,-0.5660412993350351,-0.0947561410423664,0.34996923759937687,1418.080148516985,23.35282702676748,15.534796410875252,16.512952689167044,38.88762343764273,37.338726807487774,0.5709142007634209,-0.005114631074526237,0.06071119104361377,0.5676539583799033,1598.4299880526453,120.29698613146691,-88.72759312112338,-1591.4252970380353,0.0007772288761054034,18.11961357344607,0.0007805237567177526,22.78405303065754,0.0006550659301962964,58.01408316069356
