6.190273442154738959e+00,6.858932269380791702e+00,5.866032635642266513e+00,3.062520599069941785e+00,-5.460094550214932063e+00,-5.960855006058696226e-02,4.169362202457378430e+00,9.504657395885072191e+00,-6.631329963009806150e+00,-7.152025026119127382e+00
4.806359102895005009e+00,-7.169633966690993176e+00,-1.117310841920434328e+01,-6.329945652759585428e+00,-8.972288721476502360e+00,-8.805526217870310646e+00,-4.283240355047593262e+00,3.046832097330782751e+00,-1.012685996829029378e+01,8.309845364321212458e+00
9.226896196060152544e-01,6.198691828353017463e+00,4.138952433202867098e+00,-3.785147711351814159e+00,-8.394892472463180155e+00,4.767783552345634668e+00,-4.503690383618231152e+00,1.276183020605936580e+00,-8.010162663234533298e+00,-3.968714414570815752e+00
-8.702772169740235597e+00,2.283002170892998617e+00,-9.993887046449035694e+00,-1.243634867286536050e+00,-6.514941196647866306e+00,5.989368857552523018e+00,1.168746978949800397e+00,-3.779895543639473221e+00,-4.438126688772715767e+00,-1.207931574834097965e+00
7.676410415623847960e+00,8.601865814456902015e+00,-1.185847519017305673e+00,4.829665097558943909e-01,-7.002007484765786494e+00,-9.480855336212702156e+00,1.794521472287775588e+00,7.669535692747415645e+00,7.998658789728879448e+00,-9.792003331007903100e+00
-1.033188905854506290e+00,-1.425632156496214886e+00,7.408630726910847564e+00,-9.962445217332783542e+00,1.006238849576270944e+01,-9.223320844269535357e+00,8.049018516897264774e+00,1.038430821606757815e-01,-6.368075982734298091e-01,-8.338159697946805338e+00
-2.259130372135448317e-02,7.742483210032746754e+00,7.798557945963249249e-01,5.317604462528752407e+00,9.259771894722828023e+00,-6.041117641289893925e+00,-6.637262457292410822e+00,-5.255082344360645585e+00,7.612852748126787361e+00,2.907766953298237755e+00
5.514768737096982676e+00,-8.103678249818322854e+00,-9.476066071365668364e+00,-6.092510633023141331e+00,-8.316324671807242552e+00,-9.713275819461770766e+00,-5.125689282103981448e+00,5.489655511387303122e+00,-9.862719181952295244e+00,1.000036217847108233e+01
6.774138497906366574e+00,-1.035226266712439269e+01,-1.092222054569283962e+01,-6.473076676831237108e+00,-8.337307753008827760e+00,-9.729410116722586821e+00,-5.913370768180100434e+00,4.411887690034714815e+00,-7.804348051490393345e+00,1.046612653122346970e+01
1.212488769575851499e+00,4.099113847401929078e+00,-4.271393487557563873e+00,2.999019987887579397e+00,-2.766848454049989581e+00,1.032002863044107244e+01,5.382659115478616307e-01,-8.391263044470523624e+00,7.714655034163367731e+00,1.173739016719472783e+00
-2.861166505957892792e+00,-7.855968467452504100e+00,6.125627592749271599e+00,-9.845290118349330655e+00,1.175291782428927512e+00,9.137014832872329961e+00,-4.402375318725316511e+00,-5.852656829770380043e+00,9.851281527864493626e+00,-4.658691933368759308e+00
-5.243512033740918454e+00,3.487300793196199233e+00,-5.052302352635035909e+00,7.297433329258852908e+00,-1.965503881486223570e+00,-8.893791069307702912e+00,5.967638547179038078e+00,-1.654659402435715077e+00,5.338989714062319258e+00,5.228434375327704942e+00
3.150316824627854562e+00,5.118819493515425201e+00,3.737559224843266303e+00,3.506746913134799915e+00,8.104097487755000273e+00,-9.098708261948146969e+00,4.661930143434676488e+00,-7.315566720665389155e+00,4.311439333954647068e+00,-9.387629617748807220e+00
-5.857052903151156897e+00,-5.137999028041217109e+00,-8.727865197917155982e+00,-7.825763366484224548e+00,-8.644222525589192685e+00,7.875802999265057558e+00,6.020768050359138535e+00,6.861257039256634105e-01,7.297959549637391685e-01,3.321234121533449990e+00
-4.424119727712508165e+00,-3.600604792429630274e-01,-7.130384412828993490e+00,6.962137271325041787e+00,8.539574289635996962e+00,-7.903169433532888810e+00,7.134557007403217188e-01,-7.091574638305534251e+00,-4.160992217993380038e+00,1.473264146834420973e+00
2.673473878634204937e+00,4.308854664262259604e+00,3.754104119357193792e+00,3.470118835770489518e+00,8.999417299091351907e+00,-8.393793522089053383e+00,5.619677750066477628e+00,-7.632011969878125690e+00,4.884099122066819731e+00,-9.144626477924930441e+00
5.333885927911619973e+00,6.003853937286567799e+00,2.956255432646741177e+00,5.423574380658238603e+00,8.492232743952129681e+00,-9.704134000681413852e+00,7.479467663772915387e+00,-9.548870962769079540e+00,4.249376655278991777e+00,-8.209823458102944116e+00
-8.982826357625272706e+00,1.206532689189738106e+00,-9.228848310223787266e+00,-3.357094446101735130e+00,-7.394335386313501957e+00,4.953615384992548165e+00,1.943637622171376922e+00,-3.572997669082254468e+00,-4.568969080003919103e+00,-5.750252197151207723e-01
-2.479018505157321250e+00,-8.230680229787003199e+00,3.886153284936949337e+00,-8.320349501252653823e+00,8.201256890540342681e-01,1.067940762100844942e+01,-3.203563997756964987e+00,-4.952832703964337391e+00,7.960192931859190857e+00,-3.729167417561345399e+00
